"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"RED_IZO";"IČO";"Zřizovatel";"Území";"ORP";"Plný název";"Zkrácený název";"Ulice";"č.p.";"č.or.";"č.obce";"PSČ";"Místo";"Telefon";"Fax";"Email 1";"Email 2";"WWW";"Ředitel";"IZO";"Typ";"Druh/typ";"Ulice";"č.p.";"č.or.";"č.obce";"PSČ";"Místo";"Kapacita"
"600022234";"60075961";"1";"CZ0311";"3102";"Mateřská škola, základní škola a střední škola pro sluchově postižené, České Budějovice, Riegrova 1";"MŠ, ZŠ a SŠ pro sluchově postižené";"Riegrova";"1812";"1";"České Budějovice 3";"37001";"České Budějovice";"387 319 203";"není";"skola@sluchpostcb.cz";"";"www.sluchpostcb.cz";"Mgr. Ivana Macíková";"110028511";"H21";"Internát";"Riegrova";"1812";"1";"České Budějovice 3";"37001";"České Budějovice";"42"
"600022234";"60075961";"1";"CZ0311";"3102";"Mateřská škola, základní škola a střední škola pro sluchově postižené, České Budějovice, Riegrova 1";"MŠ, ZŠ a SŠ pro sluchově postižené";"Riegrova";"1812";"1";"České Budějovice 3";"37001";"České Budějovice";"387 319 203";"není";"skola@sluchpostcb.cz";"";"www.sluchpostcb.cz";"Mgr. Ivana Macíková";"150006578";"J11";"Dětský domov";"Riegrova";"1812";"1";"České Budějovice 3";"37001";"České Budějovice";"24"
"600022234";"60075961";"1";"CZ0311";"3102";"Mateřská škola, základní škola a střední škola pro sluchově postižené, České Budějovice, Riegrova 1";"MŠ, ZŠ a SŠ pro sluchově postižené";"Riegrova";"1812";"1";"České Budějovice 3";"37001";"České Budějovice";"387 319 203";"není";"skola@sluchpostcb.cz";"";"www.sluchpostcb.cz";"Mgr. Ivana Macíková";"110028520";"K20";"Speciálně pedagogické centrum";"Riegrova";"1812";"1";"České Budějovice 3";"37001";"České Budějovice";"260"
"600022234";"60075961";"1";"CZ0311";"3102";"Mateřská škola, základní škola a střední škola pro sluchově postižené, České Budějovice, Riegrova 1";"MŠ, ZŠ a SŠ pro sluchově postižené";"Riegrova";"1812";"1";"České Budějovice 3";"37001";"České Budějovice";"387 319 203";"není";"skola@sluchpostcb.cz";"";"www.sluchpostcb.cz";"Mgr. Ivana Macíková";"102463425";"L11";"Školní jídelna";"Riegrova";"1812";"1";"České Budějovice 3";"37001";"České Budějovice";"150"
"600022242";"60075856";"7";"CZ0311";"3102";"Mateřská škola, Základní škola a Praktická škola, České Budějovice, Štítného 3";"MŠ, ZŠ a Praktická škola";"Štítného";"57";"3";"České Budějovice 6";"37001";"České Budějovice";"602 635 722";"není";"specskoly.cb@cmail.cz";"";"www.stitneho-cb.cz";"Mgr. Jaroslav Klimeš";"110002041";"A00";"Mateřská škola";"B. Němcové";"585";"54";"České Budějovice 7";"37001";"České Budějovice";"35"
"600022242";"60075856";"7";"CZ0311";"3102";"Mateřská škola, Základní škola a Praktická škola, České Budějovice, Štítného 3";"MŠ, ZŠ a Praktická škola";"Štítného";"57";"3";"České Budějovice 6";"37001";"České Budějovice";"602 635 722";"není";"specskoly.cb@cmail.cz";"";"www.stitneho-cb.cz";"Mgr. Jaroslav Klimeš";"110028350";"B00";"Základní škola";"Štítného";"57";"3";"České Budějovice 6";"37001";"České Budějovice";"300"
"600022242";"60075856";"7";"CZ0311";"3102";"Mateřská škola, Základní škola a Praktická škola, České Budějovice, Štítného 3";"MŠ, ZŠ a Praktická škola";"Štítného";"57";"3";"České Budějovice 6";"37001";"České Budějovice";"602 635 722";"není";"specskoly.cb@cmail.cz";"";"www.stitneho-cb.cz";"Mgr. Jaroslav Klimeš";"60075856";"C00";"Střední škola";"Štítného";"57";"3";"České Budějovice 6";"37001";"České Budějovice";"28"
"600022242";"60075856";"7";"CZ0311";"3102";"Mateřská škola, Základní škola a Praktická škola, České Budějovice, Štítného 3";"MŠ, ZŠ a Praktická škola";"Štítného";"57";"3";"České Budějovice 6";"37001";"České Budějovice";"602 635 722";"není";"specskoly.cb@cmail.cz";"";"www.stitneho-cb.cz";"Mgr. Jaroslav Klimeš";"110028368";"G21";"Školní družina";"Husova tř.";"1846";"9";"České Budějovice 3";"37001";"České Budějovice";"40"
"600022242";"60075856";"7";"CZ0311";"3102";"Mateřská škola, Základní škola a Praktická škola, České Budějovice, Štítného 3";"MŠ, ZŠ a Praktická škola";"Štítného";"57";"3";"České Budějovice 6";"37001";"České Budějovice";"602 635 722";"není";"specskoly.cb@cmail.cz";"";"www.stitneho-cb.cz";"Mgr. Jaroslav Klimeš";"150004800";"G22";"Školní klub";"Štítného";"57";"3";"České Budějovice 6";"37001";"České Budějovice";"10"
"600022242";"60075856";"7";"CZ0311";"3102";"Mateřská škola, Základní škola a Praktická škola, České Budějovice, Štítného 3";"MŠ, ZŠ a Praktická škola";"Štítného";"57";"3";"České Budějovice 6";"37001";"České Budějovice";"602 635 722";"není";"specskoly.cb@cmail.cz";"";"www.stitneho-cb.cz";"Mgr. Jaroslav Klimeš";"110036964";"K20";"Spec. pedagog. centrum";"Štítného";"57";"3";"České Budějovice 6";"37001";"České Budějovice";"300"
"600022242";"60075856";"7";"CZ0311";"3102";"Mateřská škola, Základní škola a Praktická škola, České Budějovice, Štítného 3";"MŠ, ZŠ a Praktická škola";"Štítného";"57";"3";"České Budějovice 6";"37001";"České Budějovice";"602 635 722";"není";"specskoly.cb@cmail.cz";"";"www.stitneho-cb.cz";"Mgr. Jaroslav Klimeš";"181060884";"L13";"Školní jídelna-výdejna";"Štítného";"57";"3";"České Budějovice 6";"37001";"České Budějovice";"20"
"600022277";"25167201";"5";"CZ0311";"3102";"Mateřská škola, Základní škola a Praktická škola při centru ARPIDA, o.p.s.";"MŠ, ZŠ a PrŠ při centru ARPIDA, o.p.s.";"U Hvízdala";"1402";"9";"České Budějovice 2";"37011";"České Budějovice";"385 777 011";"385 520 834";"info@arpida.cz";"";"www.arpida.cz";"Mgr. Ing. Marek Wohlgemuth";"60076003";"A00";"Mateřská škola";"U Hvízdala";"1402";"9";"České Budějovice 2";"37011";"České Budějovice";"30"
"600022277";"25167201";"5";"CZ0311";"3102";"Mateřská škola, Základní škola a Praktická škola při centru ARPIDA, o.p.s.";"MŠ, ZŠ a PrŠ při centru ARPIDA, o.p.s.";"U Hvízdala";"1402";"9";"České Budějovice 2";"37011";"České Budějovice";"385 777 011";"385 520 834";"info@arpida.cz";"";"www.arpida.cz";"Mgr. Ing. Marek Wohlgemuth";"110017820";"B00";"Základní škola";"U Hvízdala";"1402";"9";"České Budějovice 2";"37011";"České Budějovice";"92"
"600022277";"25167201";"5";"CZ0311";"3102";"Mateřská škola, Základní škola a Praktická škola při centru ARPIDA, o.p.s.";"MŠ, ZŠ a PrŠ při centru ARPIDA, o.p.s.";"U Hvízdala";"1402";"9";"České Budějovice 2";"37011";"České Budějovice";"385 777 011";"385 520 834";"info@arpida.cz";"";"www.arpida.cz";"Mgr. Ing. Marek Wohlgemuth";"150077084";"C00";"Střední škola";"U Hvízdala";"1402";"9";"České Budějovice 2";"37011";"České Budějovice";"12"
"600022277";"25167201";"5";"CZ0311";"3102";"Mateřská škola, Základní škola a Praktická škola při centru ARPIDA, o.p.s.";"MŠ, ZŠ a PrŠ při centru ARPIDA, o.p.s.";"U Hvízdala";"1402";"9";"České Budějovice 2";"37011";"České Budějovice";"385 777 011";"385 520 834";"info@arpida.cz";"";"www.arpida.cz";"Mgr. Ing. Marek Wohlgemuth";"110017803";"G12";"Stanice zájmových činností";"U Hvízdala";"1402";"9";"České Budějovice 2";"37011";"České Budějovice";"150"
"600022277";"25167201";"5";"CZ0311";"3102";"Mateřská škola, Základní škola a Praktická škola při centru ARPIDA, o.p.s.";"MŠ, ZŠ a PrŠ při centru ARPIDA, o.p.s.";"U Hvízdala";"1402";"9";"České Budějovice 2";"37011";"České Budějovice";"385 777 011";"385 520 834";"info@arpida.cz";"";"www.arpida.cz";"Mgr. Ing. Marek Wohlgemuth";"110017790";"G21";"Školní družina";"U Hvízdala";"1402";"9";"České Budějovice 2";"37011";"České Budějovice";"60"
"600022277";"25167201";"5";"CZ0311";"3102";"Mateřská škola, Základní škola a Praktická škola při centru ARPIDA, o.p.s.";"MŠ, ZŠ a PrŠ při centru ARPIDA, o.p.s.";"U Hvízdala";"1402";"9";"České Budějovice 2";"37011";"České Budějovice";"385 777 011";"385 520 834";"info@arpida.cz";"";"www.arpida.cz";"Mgr. Ing. Marek Wohlgemuth";"110017781";"K20";"Speciálně pedagogické centrum";"U Hvízdala";"1402";"9";"České Budějovice 2";"37011";"České Budějovice";"1000"
"600022277";"25167201";"5";"CZ0311";"3102";"Mateřská škola, Základní škola a Praktická škola při centru ARPIDA, o.p.s.";"MŠ, ZŠ a PrŠ při centru ARPIDA, o.p.s.";"U Hvízdala";"1402";"9";"České Budějovice 2";"37011";"České Budějovice";"385 777 011";"385 520 834";"info@arpida.cz";"";"www.arpida.cz";"Mgr. Ing. Marek Wohlgemuth";"110017811";"L11";"Školní jídelna";"U Hvízdala";"1402";"9";"České Budějovice 2";"37011";"České Budějovice";"120"
"600022331";"60816848";"7";"CZ0313";"3105";"Mateřská škola, Základní škola a Praktická škola, Jindřichův Hradec, Jarošovská 1125/II";"MŠ, ZŠ a Praktická škola";"Jarošovská";"1125";"";"Jindřichův Hradec II";"37701";"Jindřichův Hradec";"384 361 932";"není";"spec@skolajh.cz";"";"www.skolajh.cz";"Mgr. Petr Kubeš";"110002113";"A00";"Mateřská škola";"U Nemocnice";"380";"";"Jindřichův Hradec III";"37701";"Jindřichův Hradec";"15"
"600022331";"60816848";"7";"CZ0313";"3105";"Mateřská škola, Základní škola a Praktická škola, Jindřichův Hradec, Jarošovská 1125/II";"MŠ, ZŠ a Praktická škola";"Jarošovská";"1125";"";"Jindřichův Hradec II";"37701";"Jindřichův Hradec";"384 361 932";"není";"spec@skolajh.cz";"";"www.skolajh.cz";"Mgr. Petr Kubeš";"108016811";"B00";"Základní škola";"Jarošovská";"1125";"";"Jindřichův Hradec II";"37701";"Jindřichův Hradec";"246"
"600022331";"60816848";"7";"CZ0313";"3105";"Mateřská škola, Základní škola a Praktická škola, Jindřichův Hradec, Jarošovská 1125/II";"MŠ, ZŠ a Praktická škola";"Jarošovská";"1125";"";"Jindřichův Hradec II";"37701";"Jindřichův Hradec";"384 361 932";"není";"spec@skolajh.cz";"";"www.skolajh.cz";"Mgr. Petr Kubeš";"150077971";"C00";"Střední škola";"Pod Hradem";"124";"";"Jindřichův Hradec III";"37701";"Jindřichův Hradec";"12"
"600022331";"60816848";"7";"CZ0313";"3105";"Mateřská škola, Základní škola a Praktická škola, Jindřichův Hradec, Jarošovská 1125/II";"MŠ, ZŠ a Praktická škola";"Jarošovská";"1125";"";"Jindřichův Hradec II";"37701";"Jindřichův Hradec";"384 361 932";"není";"spec@skolajh.cz";"";"www.skolajh.cz";"Mgr. Petr Kubeš";"110002091";"G21";"Školní družina";"Jarošovská";"1125";"";"Jindřichův Hradec II";"37701";"Jindřichův Hradec";"40"
"600022331";"60816848";"7";"CZ0313";"3105";"Mateřská škola, Základní škola a Praktická škola, Jindřichův Hradec, Jarošovská 1125/II";"MŠ, ZŠ a Praktická škola";"Jarošovská";"1125";"";"Jindřichův Hradec II";"37701";"Jindřichův Hradec";"384 361 932";"není";"spec@skolajh.cz";"";"www.skolajh.cz";"Mgr. Petr Kubeš";"150008244";"G22";"Školní klub";"Jarošovská";"1125";"";"Jindřichův Hradec II";"37701";"Jindřichův Hradec";"20"
"600022471";"62540017";"7";"CZ0613";"6110";"Odborné učiliště a Praktická škola, Černovice, Mariánské náměstí 72";"Odborné učiliště a Praktická škola";"Mariánské náměstí";"72";"";"Černovice";"39494";"Černovice";"565 492 182";"565 492 110";"ou.prs.cernovice@iol.cz";"";"";"Ing. Karel Matějů";"73202";"C00";"Střední škola";"Mariánské náměstí";"72";"";"Černovice";"39494";"Černovice";"188"
"600022471";"62540017";"7";"CZ0613";"6110";"Odborné učiliště a Praktická škola, Černovice, Mariánské náměstí 72";"Odborné učiliště a Praktická škola";"Mariánské náměstí";"72";"";"Černovice";"39494";"Černovice";"565 492 182";"565 492 110";"ou.prs.cernovice@iol.cz";"";"";"Ing. Karel Matějů";"102463158";"H21";"Internát";"Mariánské náměstí";"72";"";"Černovice";"39494";"Černovice";"88"
"600022471";"62540017";"7";"CZ0613";"6110";"Odborné učiliště a Praktická škola, Černovice, Mariánské náměstí 72";"Odborné učiliště a Praktická škola";"Mariánské náměstí";"72";"";"Černovice";"39494";"Černovice";"565 492 182";"565 492 110";"ou.prs.cernovice@iol.cz";"";"";"Ing. Karel Matějů";"110023871";"L11";"Školní jídelna";"Mariánské náměstí";"72";"";"Černovice";"39494";"Černovice";"200"
"600022501";"70842612";"7";"CZ0613";"6110";"Základní škola speciální a Praktická škola Černovice";"Základní škola spec. a Praktická škola";"Dobešovská";"1";"";"Černovice";"39494";"Černovice";"565 427 111";"565 417 198";"info@zss-cernovice.cz";"";"www.zss-cernovice.cz";"Ing. František Vránek";"110034066";"B00";"Základní škola";"Dobešovská";"1";"";"Černovice";"39494";"Černovice";"63"
"600022501";"70842612";"7";"CZ0613";"6110";"Základní škola speciální a Praktická škola Černovice";"Základní škola spec. a Praktická škola";"Dobešovská";"1";"";"Černovice";"39494";"Černovice";"565 427 111";"565 417 198";"info@zss-cernovice.cz";"";"www.zss-cernovice.cz";"Ing. František Vránek";"110034074";"C00";"Střední škola";"Dobešovská";"1";"";"Černovice";"39494";"Černovice";"24"
"600022501";"70842612";"7";"CZ0613";"6110";"Základní škola speciální a Praktická škola Černovice";"Základní škola spec. a Praktická škola";"Dobešovská";"1";"";"Černovice";"39494";"Černovice";"565 427 111";"565 417 198";"info@zss-cernovice.cz";"";"www.zss-cernovice.cz";"Ing. František Vránek";"150026889";"G21";"Školní družina";"Dobešovská";"1";"";"Černovice";"39494";"Černovice";"30"
"600022510";"60869097";"7";"CZ0314";"3108";"Dětský domov, Mateřská škola, Základní škola a Praktická škola, Písek, Šobrova 111";"Dětský domov, MŠ, ZŠ a Praktická škola";"Šobrova";"111";"";"Budějovické Předměstí";"39701";"Písek";"382 214 793";"382 214 793";"ddpisek@volny.cz";"";"http://www.ddaskoly.cz";"Mgr. Ladislav Klíma";"110002172";"A00";"Mateřská škola";"Karla Čapka";"589";"";"Budějovické Předměstí";"39701";"Písek";"9"
"600022510";"60869097";"7";"CZ0314";"3108";"Dětský domov, Mateřská škola, Základní škola a Praktická škola, Písek, Šobrova 111";"Dětský domov, MŠ, ZŠ a Praktická škola";"Šobrova";"111";"";"Budějovické Předměstí";"39701";"Písek";"382 214 793";"382 214 793";"ddpisek@volny.cz";"";"http://www.ddaskoly.cz";"Mgr. Ladislav Klíma";"110033698";"B00";"Základní škola";"Šobrova";"111";"";"Budějovické Předměstí";"39701";"Písek";"180"
"600022510";"60869097";"7";"CZ0314";"3108";"Dětský domov, Mateřská škola, Základní škola a Praktická škola, Písek, Šobrova 111";"Dětský domov, MŠ, ZŠ a Praktická škola";"Šobrova";"111";"";"Budějovické Předměstí";"39701";"Písek";"382 214 793";"382 214 793";"ddpisek@volny.cz";"";"http://www.ddaskoly.cz";"Mgr. Ladislav Klíma";"108054195";"C00";"Střední škola";"Šobrova";"111";"";"Budějovické Předměstí";"39701";"Písek";"28"
"600022510";"60869097";"7";"CZ0314";"3108";"Dětský domov, Mateřská škola, Základní škola a Praktická škola, Písek, Šobrova 111";"Dětský domov, MŠ, ZŠ a Praktická škola";"Šobrova";"111";"";"Budějovické Předměstí";"39701";"Písek";"382 214 793";"382 214 793";"ddpisek@volny.cz";"";"http://www.ddaskoly.cz";"Mgr. Ladislav Klíma";"110033710";"G21";"Školní družina";"Šobrova";"111";"";"Budějovické Předměstí";"39701";"Písek";"45"
"600022510";"60869097";"7";"CZ0314";"3108";"Dětský domov, Mateřská škola, Základní škola a Praktická škola, Písek, Šobrova 111";"Dětský domov, MŠ, ZŠ a Praktická škola";"Šobrova";"111";"";"Budějovické Předměstí";"39701";"Písek";"382 214 793";"382 214 793";"ddpisek@volny.cz";"";"http://www.ddaskoly.cz";"Mgr. Ladislav Klíma";"150008279";"G22";"Školní klub";"Šobrova";"111";"";"Budějovické Předměstí";"39701";"Písek";"10"
"600022510";"60869097";"7";"CZ0314";"3108";"Dětský domov, Mateřská škola, Základní škola a Praktická škola, Písek, Šobrova 111";"Dětský domov, MŠ, ZŠ a Praktická škola";"Šobrova";"111";"";"Budějovické Předměstí";"39701";"Písek";"382 214 793";"382 214 793";"ddpisek@volny.cz";"";"http://www.ddaskoly.cz";"Mgr. Ladislav Klíma";"110033736";"J11";"Dětský domov";"Šobrova";"111";"";"Budějovické Předměstí";"39701";"Písek";"40"
"600022510";"60869097";"7";"CZ0314";"3108";"Dětský domov, Mateřská škola, Základní škola a Praktická škola, Písek, Šobrova 111";"Dětský domov, MŠ, ZŠ a Praktická škola";"Šobrova";"111";"";"Budějovické Předměstí";"39701";"Písek";"382 214 793";"382 214 793";"ddpisek@volny.cz";"";"http://www.ddaskoly.cz";"Mgr. Ladislav Klíma";"108054691";"L11";"Školní jídelna";"Šobrova";"111";"";"Budějovické Předměstí";"39701";"Písek";"150"
"600022706";"70806209";"6";"CZ0317";"3110";"Mateřská škola, základní škola speciální a praktická škola Diakonie ČCE Rolnička Soběslav";"MŠ, ZŠ spec. a PrŠ Diakonie ČCE Rolnička";"Mrázkova";"700";"";"Soběslav III";"39201";"Soběslav";"381 522 054";"381 522 879";"skola@rolnicka.cz";"";"www.rolnicka.cz";"Mgr. Kamila Viktorová";"110018231";"A00";"Mateřská škola";"Mrázkova";"700";"";"Soběslav III";"39201";"Soběslav";"20"
"600022706";"70806209";"6";"CZ0317";"3110";"Mateřská škola, základní škola speciální a praktická škola Diakonie ČCE Rolnička Soběslav";"MŠ, ZŠ spec. a PrŠ Diakonie ČCE Rolnička";"Mrázkova";"700";"";"Soběslav III";"39201";"Soběslav";"381 522 054";"381 522 879";"skola@rolnicka.cz";"";"www.rolnicka.cz";"Mgr. Kamila Viktorová";"110018249";"B00";"Základní škola";"Mrázkova";"700";"";"Soběslav III";"39201";"Soběslav";"30"
"600022706";"70806209";"6";"CZ0317";"3110";"Mateřská škola, základní škola speciální a praktická škola Diakonie ČCE Rolnička Soběslav";"MŠ, ZŠ spec. a PrŠ Diakonie ČCE Rolnička";"Mrázkova";"700";"";"Soběslav III";"39201";"Soběslav";"381 522 054";"381 522 879";"skola@rolnicka.cz";"";"www.rolnicka.cz";"Mgr. Kamila Viktorová";"151027218";"C00";"Střední škola";"Mrázkova";"700";"";"Soběslav III";"39201";"Soběslav";"30"
"600022706";"70806209";"6";"CZ0317";"3110";"Mateřská škola, základní škola speciální a praktická škola Diakonie ČCE Rolnička Soběslav";"MŠ, ZŠ spec. a PrŠ Diakonie ČCE Rolnička";"Mrázkova";"700";"";"Soběslav III";"39201";"Soběslav";"381 522 054";"381 522 879";"skola@rolnicka.cz";"";"www.rolnicka.cz";"Mgr. Kamila Viktorová";"150067968";"L13";"Školní jídelna - výdejna";"Mrázkova";"700";"";"Soběslav III";"39201";"Soběslav";"66"
"600022765";"70842779";"7";"CZ0321";"3204";"Základní škola a Odborná škola, Horšovský Týn, Nádražní 89";"Základní škola a Odborná škola";"Nádražní";"89";"";"Velké Předměstí";"34601";"Horšovský Týn";"379 422 310,379422941";"379 422 310";"reditelstvi@zs-oshtyn.cz";"ouaprs@zs-oshtyn.cz";"http://www.zs-oshtyn.cz";"Mgr. Jana Tomášková";"102004463";"B00";"Základní škola";"Nádražní";"89";"";"Velké Předměstí";"34601";"Horšovský Týn";"160"
"600022765";"70842779";"7";"CZ0321";"3204";"Základní škola a Odborná škola, Horšovský Týn, Nádražní 89";"Základní škola a Odborná škola";"Nádražní";"89";"";"Velké Předměstí";"34601";"Horšovský Týn";"379 422 310,379422941";"379 422 310";"reditelstvi@zs-oshtyn.cz";"ouaprs@zs-oshtyn.cz";"http://www.zs-oshtyn.cz";"Mgr. Jana Tomášková";"574961";"C00";"Střední škola";"K terénu";"64";"";"Plzeňské Předměstí";"34601";"Horšovský Týn";"112"
"600022765";"70842779";"7";"CZ0321";"3204";"Základní škola a Odborná škola, Horšovský Týn, Nádražní 89";"Základní škola a Odborná škola";"Nádražní";"89";"";"Velké Předměstí";"34601";"Horšovský Týn";"379 422 310,379422941";"379 422 310";"reditelstvi@zs-oshtyn.cz";"ouaprs@zs-oshtyn.cz";"http://www.zs-oshtyn.cz";"Mgr. Jana Tomášková";"110002474";"G21";"Školní družina";"Nádražní";"89";"";"Velké Předměstí";"34601";"Horšovský Týn";"20"
"600022765";"70842779";"7";"CZ0321";"3204";"Základní škola a Odborná škola, Horšovský Týn, Nádražní 89";"Základní škola a Odborná škola";"Nádražní";"89";"";"Velké Předměstí";"34601";"Horšovský Týn";"379 422 310,379422941";"379 422 310";"reditelstvi@zs-oshtyn.cz";"ouaprs@zs-oshtyn.cz";"http://www.zs-oshtyn.cz";"Mgr. Jana Tomášková";"110002466";"K20";"Speciální pedagogické centrum";"Nádražní";"89";"";"Velké Předměstí";"34601";"Horšovský Týn";"260"
"600022765";"70842779";"7";"CZ0321";"3204";"Základní škola a Odborná škola, Horšovský Týn, Nádražní 89";"Základní škola a Odborná škola";"Nádražní";"89";"";"Velké Předměstí";"34601";"Horšovský Týn";"379 422 310,379422941";"379 422 310";"reditelstvi@zs-oshtyn.cz";"ouaprs@zs-oshtyn.cz";"http://www.zs-oshtyn.cz";"Mgr. Jana Tomášková";"150071540";"L13";"Školní jídelna - výdejna";"Boženy Němcové";"7";"";"Malé Předměstí";"34601";"Horšovský Týn";"80"
"600022854";"66362725";"7";"CZ0412";"4103";"Základní škola a střední škola Karlovy Vary, příspěvková organizace";"Základní škola a střední škola K. Vary";"Vančurova";"83";"2";"Stará Role";"36017";"Karlovy Vary";"353 561 766,608867999";"353 561 766,602415570";"spec-skoly@volny.cz";"spec-skoly-z@volny.cz";"http://www.specskoly.cz";"Mgr. Martina Kheilová";"110037707";"B00";"Základní škola";"Vančurova";"83";"2";"Stará Role";"36017";"Karlovy Vary";"340"
"600022854";"66362725";"7";"CZ0412";"4103";"Základní škola a střední škola Karlovy Vary, příspěvková organizace";"Základní škola a střední škola K. Vary";"Vančurova";"83";"2";"Stará Role";"36017";"Karlovy Vary";"353 561 766,608867999";"353 561 766,602415570";"spec-skoly@volny.cz";"spec-skoly-z@volny.cz";"http://www.specskoly.cz";"Mgr. Martina Kheilová";"872326";"C00";"Střední škola";"Vančurova";"83";"2";"Stará Role";"36017";"Karlovy Vary";"24"
"600022854";"66362725";"7";"CZ0412";"4103";"Základní škola a střední škola Karlovy Vary, příspěvková organizace";"Základní škola a střední škola K. Vary";"Vančurova";"83";"2";"Stará Role";"36017";"Karlovy Vary";"353 561 766,608867999";"353 561 766,602415570";"spec-skoly@volny.cz";"spec-skoly-z@volny.cz";"http://www.specskoly.cz";"Mgr. Martina Kheilová";"110037723";"G21";"Školní družina";"Vančurova";"83";"2";"Stará Role";"36017";"Karlovy Vary";"120"
"600022854";"66362725";"7";"CZ0412";"4103";"Základní škola a střední škola Karlovy Vary, příspěvková organizace";"Základní škola a střední škola K. Vary";"Vančurova";"83";"2";"Stará Role";"36017";"Karlovy Vary";"353 561 766,608867999";"353 561 766,602415570";"spec-skoly@volny.cz";"spec-skoly-z@volny.cz";"http://www.specskoly.cz";"Mgr. Martina Kheilová";"102516804";"K20";"Speciálně pedagogické centrum";"Vančurova";"83";"2";"Stará Role";"36017";"Karlovy Vary";"1490"
"600022994";"71197583";"6";"CZ0324";"3210";"Základní škola speciální a Praktická škola Diakonie ČCE Merklín";"ZŠ spec. a Praktická škola Diakonie ČCE";"Husova";"346";"";"Merklín";"33452";"Merklín";"377 912 030,721714808";"377 912 030";"spsm@diakonice.cz";"kovacova.spsm@volny.cz";"http://www.specialniskolamerklin.cz";"Mgr. Ivana Kováčová";"108005747";"B00";"Základní škola";"Husova";"346";"";"Merklín";"33452";"Merklín";"77"
"600022994";"71197583";"6";"CZ0324";"3210";"Základní škola speciální a Praktická škola Diakonie ČCE Merklín";"ZŠ spec. a Praktická škola Diakonie ČCE";"Husova";"346";"";"Merklín";"33452";"Merklín";"377 912 030,721714808";"377 912 030";"spsm@diakonice.cz";"kovacova.spsm@volny.cz";"http://www.specialniskolamerklin.cz";"Mgr. Ivana Kováčová";"181077639";"C00";"Střední škola";"Husova";"346";"";"Merklín";"33452";"Merklín";"24"
"600022994";"71197583";"6";"CZ0324";"3210";"Základní škola speciální a Praktická škola Diakonie ČCE Merklín";"ZŠ spec. a Praktická škola Diakonie ČCE";"Husova";"346";"";"Merklín";"33452";"Merklín";"377 912 030,721714808";"377 912 030";"spsm@diakonice.cz";"kovacova.spsm@volny.cz";"http://www.specialniskolamerklin.cz";"Mgr. Ivana Kováčová";"164101705";"G21";"Školní družina";"Husova";"346";"";"Merklín";"33452";"Merklín";"77"
"600022994";"71197583";"6";"CZ0324";"3210";"Základní škola speciální a Praktická škola Diakonie ČCE Merklín";"ZŠ spec. a Praktická škola Diakonie ČCE";"Husova";"346";"";"Merklín";"33452";"Merklín";"377 912 030,721714808";"377 912 030";"spsm@diakonice.cz";"kovacova.spsm@volny.cz";"http://www.specialniskolamerklin.cz";"Mgr. Ivana Kováčová";"181036835";"H21";"Internát";"U Zámku";"118";"";"Merklín";"33452";"Merklín";"12"
"600022994";"71197583";"6";"CZ0324";"3210";"Základní škola speciální a Praktická škola Diakonie ČCE Merklín";"ZŠ spec. a Praktická škola Diakonie ČCE";"Husova";"346";"";"Merklín";"33452";"Merklín";"377 912 030,721714808";"377 912 030";"spsm@diakonice.cz";"kovacova.spsm@volny.cz";"http://www.specialniskolamerklin.cz";"Mgr. Ivana Kováčová";"164101535";"L13";"Školní jídelna - výdejna";"Husova";"346";"";"Merklín";"33452";"Merklín";"77"
"600023036";"70839352";"7";"CZ0325";"3208";"Odborná škola, Základní škola a Mateřská škola, Zbůch, V Sídlišti 349";"Odborná škola,Základ.škola a Mateř.škola";"V Sídlišti";"349";"";"Zbůch";"33022";"Zbůch";"377 931 648,725548210";"377 931 648";"zvszbuch@volny.cz";"";"http://www.skolyzbuch.cz";"Mgr. Milena Peteříková";"181035405";"A00";"Mateřská škola";"Macháčkova";"905";"45";"Skvrňany";"31800";"Plzeň";"20"
"600023036";"70839352";"7";"CZ0325";"3208";"Odborná škola, Základní škola a Mateřská škola, Zbůch, V Sídlišti 349";"Odborná škola,Základ.škola a Mateř.škola";"V Sídlišti";"349";"";"Zbůch";"33022";"Zbůch";"377 931 648,725548210";"377 931 648";"zvszbuch@volny.cz";"";"http://www.skolyzbuch.cz";"Mgr. Milena Peteříková";"110032004";"B00";"Základní škola";"V Sídlišti";"349";"";"Zbůch";"33022";"Zbůch";"96"
"600023036";"70839352";"7";"CZ0325";"3208";"Odborná škola, Základní škola a Mateřská škola, Zbůch, V Sídlišti 349";"Odborná škola,Základ.škola a Mateř.škola";"V Sídlišti";"349";"";"Zbůch";"33022";"Zbůch";"377 931 648,725548210";"377 931 648";"zvszbuch@volny.cz";"";"http://www.skolyzbuch.cz";"Mgr. Milena Peteříková";"108032019";"C00";"Střední škola";"V Sídlišti";"349";"";"Zbůch";"33022";"Zbůch";"62"
"600023036";"70839352";"7";"CZ0325";"3208";"Odborná škola, Základní škola a Mateřská škola, Zbůch, V Sídlišti 349";"Odborná škola,Základ.škola a Mateř.škola";"V Sídlišti";"349";"";"Zbůch";"33022";"Zbůch";"377 931 648,725548210";"377 931 648";"zvszbuch@volny.cz";"";"http://www.skolyzbuch.cz";"Mgr. Milena Peteříková";"164101870";"G21";"Školní družina";"Macháčkova";"904";"43";"Skvrňany";"31800";"Plzeň";"24"
